RowNumber,CustomerId,CreditScore,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
8217,15637717,704,3,1,41,5,109026.8,2,1,1,43117.1,0,04-10-2017
8218,15635500,605,3,1,75,7,61319.63,1,0,1,186655.11,0,01-01-2016
8219,15634792,516,1,2,40,5,0,2,0,1,33266.29,0,26-06-2018
8220,15607560,572,1,2,39,4,0,2,1,1,555.28,0,08-06-2019
8221,15727177,557,1,1,42,7,177822.03,1,1,0,150944.31,1,10-06-2016
8222,15774358,443,3,1,59,6,110939.3,1,1,0,72846.58,1,24-11-2016
8223,15791304,604,3,1,25,7,165413.43,1,1,1,35279.74,0,31-01-2016
8224,15603328,483,1,1,27,5,77805.66,1,1,1,2101.89,0,22-07-2018
8225,15804937,702,1,1,50,4,0,2,0,0,94949.84,0,01-11-2018
8226,15804142,670,2,2,57,4,175575.95,2,1,0,99061.75,1,20-09-2019
8227,15608845,804,2,2,38,3,124197.22,1,1,0,74692.06,0,20-11-2019
8228,15702434,850,1,2,30,6,0,2,1,0,116692.8,0,04-11-2016
8229,15632609,554,1,2,39,6,160132.75,1,1,0,32824.15,0,12-11-2016
8230,15603550,588,3,2,37,6,70258.88,2,1,0,139607.61,0,15-12-2016
8231,15755239,758,3,1,32,6,162657.64,2,1,1,115525.13,0,03-06-2017
8232,15670528,787,3,1,43,6,132217.45,1,1,0,20955.03,1,14-07-2017
8233,15732704,582,2,1,25,4,148042.97,2,1,0,52341.15,0,27-10-2018
8234,15589019,633,2,2,33,4,92855.02,1,1,1,159813.18,0,05-11-2018
8235,15677796,766,3,1,47,4,129289.98,1,1,0,169935.46,1,29-04-2019
8236,15760177,564,2,1,37,3,100252.18,1,1,1,146033.52,0,07-11-2019
8237,15636595,602,2,1,37,7,107592.89,2,0,1,153122.73,0,29-08-2016
8238,15737275,649,1,1,39,7,113096.41,1,1,1,60335.24,0,06-02-2016
8239,15672905,679,2,2,40,7,0,2,1,1,163757.29,0,15-08-2016
8240,15753955,639,2,1,34,4,149940.04,2,0,0,156648.81,0,14-04-2019
8241,15708504,790,3,1,50,4,121438.58,1,1,1,176471.78,1,23-09-2018
8242,15592451,565,1,1,32,3,0,2,1,0,5388.3,0,28-12-2019
8243,15790455,478,1,2,50,4,0,1,0,1,93332.64,1,16-03-2019
8244,15572174,825,1,1,29,3,148874.01,2,0,1,71192.82,0,27-09-2019
8245,15656330,528,2,2,32,4,68138.37,1,1,1,170309.19,0,23-01-2019
8246,15569626,577,2,1,35,3,110080.3,1,1,1,109794.31,0,27-12-2019
8247,15608726,663,1,1,24,5,0,2,1,1,166310.82,0,14-11-2017
8248,15637366,505,3,2,25,6,114268.85,2,1,1,126728.27,0,29-05-2017
8249,15778049,633,3,1,29,5,117412.35,1,0,0,30338.94,0,11-12-2017
8250,15727421,586,1,2,38,4,0,2,1,1,37935.83,0,20-06-2019
8251,15688865,850,1,2,35,3,0,2,0,0,25329.48,0,18-11-2019
8252,15751032,629,3,2,37,4,35549.81,2,0,0,49676.33,0,08-03-2019
8253,15734737,744,1,1,56,5,0,2,1,1,169498.61,0,07-09-2018
8254,15746515,750,1,1,36,4,136492.92,3,1,1,26500.29,1,26-09-2018
8255,15664311,637,3,1,28,5,123675.69,1,1,1,166458.41,0,07-09-2018
8256,15708139,575,1,2,40,4,139532.34,1,1,0,181294.39,0,26-11-2018
8257,15768574,671,2,1,58,4,178713.98,1,1,1,21768.21,0,06-09-2019
8258,15738018,571,1,1,40,7,0,2,0,0,72849.29,0,07-05-2016
8259,15699753,590,1,1,41,6,89086.31,1,1,0,24499.97,0,06-05-2017
8260,15703199,619,2,1,38,6,96143.47,1,0,0,98994.92,0,05-05-2017
8261,15627830,640,3,2,30,4,32197.64,1,0,1,141446.01,0,13-06-2019
8262,15570855,670,1,1,38,3,0,2,1,1,77864.41,0,09-12-2019
8263,15772503,737,1,2,33,6,0,2,1,0,115115.32,0,05-02-2017
8264,15584453,555,2,1,32,5,0,2,0,1,168605.96,0,04-12-2017
8265,15710111,742,1,1,33,4,0,2,0,0,38550.4,0,02-02-2019
8266,15618562,618,3,2,40,4,140306.38,1,1,0,160618.61,1,20-01-2019
8267,15706764,560,1,2,35,6,0,2,1,0,3701.63,0,30-11-2016
8268,15798737,654,1,1,38,3,0,2,1,0,88659.44,0,24-09-2019
8269,15712608,787,3,2,42,4,74483.97,2,0,1,44273.91,0,03-06-2019
8270,15636736,611,1,2,53,6,0,2,0,1,156495.39,1,23-08-2017
8271,15703544,559,2,1,34,4,0,1,1,0,182988.94,0,23-04-2019
8272,15815645,481,1,1,37,5,152303.66,2,1,1,175082.2,0,26-09-2017
8273,15705739,753,3,1,32,5,159904.79,1,1,0,148811.14,0,22-03-2018
8274,15709643,675,1,1,32,6,0,3,1,0,85901.09,0,15-10-2016
8275,15669805,748,3,2,31,4,99557.94,1,1,0,199255.32,0,07-10-2018
8276,15737489,610,2,2,46,7,116886.59,1,0,0,107973.44,0,23-07-2016
8277,15775131,580,2,1,32,6,142188.2,2,0,1,128028.6,0,16-11-2016
8278,15765283,624,3,2,40,6,149961.99,2,1,0,104610.86,0,26-03-2017
8279,15628715,709,1,2,36,6,0,2,1,1,69676.55,0,21-04-2017
8280,15813283,605,1,2,34,6,0,1,0,0,35982.42,0,15-08-2017
8281,15745716,706,2,1,53,5,0,2,0,1,117939.17,0,16-05-2018
8282,15598485,567,2,1,40,5,28649.64,1,1,1,95140.62,0,05-09-2018
8283,15696552,747,1,2,21,4,81025.6,2,1,0,167682.57,0,27-01-2019
8284,15754569,664,1,1,57,4,0,2,1,1,56562.57,0,07-06-2019
8285,15701741,711,1,2,39,6,152462.79,1,1,0,90305.97,0,01-11-2016
8286,15572631,609,1,1,25,6,0,1,0,1,109895.16,0,23-06-2017
8287,15636069,632,2,1,28,6,155519.59,1,1,0,1843.24,0,09-07-2017
8288,15682467,725,1,2,36,5,118851.05,1,1,1,102747.02,0,06-11-2017
8289,15790744,850,1,2,34,4,92899.27,2,1,0,97465.89,0,24-09-2018
8290,15625023,682,1,1,40,4,0,1,0,1,105352.55,0,26-09-2018
8291,15731267,797,1,1,37,4,75263.7,1,1,0,85801.77,0,08-12-2018
8292,15742879,668,2,1,38,4,147904.31,1,1,1,69370.05,0,05-05-2019
8293,15757015,783,3,2,41,4,106640.5,1,1,0,176945.96,0,11-08-2019
8294,15770711,766,3,2,28,4,90696.78,1,0,1,21597.2,0,31-03-2019
8295,15569430,704,2,2,36,6,175509.8,2,1,0,152039.67,0,30-12-2016
8296,15617304,722,1,1,40,5,0,2,1,1,111893.09,0,14-08-2018
8297,15704466,692,1,2,34,7,0,2,1,0,195074.62,0,07-05-2016
8298,15664681,584,1,2,35,5,114321.28,2,0,0,15959.01,0,08-01-2018
8299,15605534,644,3,2,51,6,95560.04,1,0,0,72628.84,1,24-10-2016
8300,15792473,598,3,2,50,4,88379.81,3,0,1,64157.24,1,05-11-2018
8301,15802625,733,3,1,48,4,85915.52,1,1,1,23860.5,0,28-12-2018
8302,15766017,615,3,1,58,4,72309.3,1,1,1,85687.09,1,30-01-2019
8303,15762172,850,1,2,39,5,0,2,1,0,179451.42,0,23-10-2017
8304,15728333,521,1,1,43,5,0,1,1,1,93180.09,0,08-11-2017
8305,15792868,675,1,1,69,6,0,2,1,0,157097.09,0,23-11-2016
8306,15605698,746,1,1,58,7,0,3,1,1,80344.96,1,21-03-2016
8307,15777060,770,1,2,33,6,0,1,1,0,26080.54,1,15-07-2017
8308,15626243,618,1,1,30,5,133844.22,1,1,1,31406.93,0,03-10-2017
8309,15719898,556,1,1,36,4,154872.08,2,1,1,32044.64,0,08-09-2019
8310,15599976,749,1,2,27,3,0,2,1,0,132734.87,0,05-10-2019
8311,15752809,702,2,1,43,3,116121.67,1,1,0,61602.42,0,20-12-2019
8312,15589698,555,3,1,42,5,107104.5,1,1,1,41304.44,1,27-10-2017
8313,15609977,587,1,1,47,7,71026.77,1,1,0,57962.41,0,08-01-2016
8314,15750121,639,1,1,38,6,0,1,1,0,42862.82,0,11-07-2017
8315,15734177,643,1,1,33,5,0,2,1,1,152992.04,0,06-08-2018
8316,15781347,600,1,2,41,4,0,2,1,1,91193.65,0,21-09-2019
8317,15592025,651,1,1,53,3,0,2,1,1,130132.41,0,26-09-2019
8318,15670163,666,1,2,27,4,0,2,0,0,88751.45,0,26-04-2019
8319,15765402,520,1,2,39,6,145644.05,1,0,0,104118.93,0,26-12-2016
8320,15624343,650,2,2,50,6,129667.77,1,0,0,42028.16,0,08-06-2017
8321,15602354,564,3,1,33,5,109341.87,1,1,0,75632.78,0,19-11-2017
8322,15579183,586,1,1,64,4,0,2,1,1,53710.23,0,24-09-2018
8323,15584899,617,1,2,35,4,0,2,0,1,13066.3,0,23-02-2019
8324,15723658,712,2,2,30,3,0,2,1,0,152417.97,0,03-10-2019
8325,15803965,654,1,1,55,3,87485.67,1,1,1,3299.01,0,05-11-2019
8326,15682489,605,1,1,27,3,0,2,1,0,198091.81,0,25-11-2019
8327,15813645,491,1,2,36,3,53369.13,1,1,1,103934.12,0,06-12-2019
8328,15766787,707,1,2,35,4,0,2,1,1,70403.65,0,01-11-2018
8329,15687171,638,2,1,34,6,146679.77,1,1,0,102179.86,0,09-04-2017
8330,15690744,683,1,1,43,5,112499.42,2,1,0,30375.18,0,26-11-2017
8331,15707974,815,2,2,38,5,48387,1,1,0,184796.84,0,25-12-2017
8332,15673084,645,2,1,38,4,68079.8,1,0,1,166264.89,0,04-09-2019
8333,15814772,645,3,1,49,5,160133.88,1,0,1,88391.97,0,09-06-2018
8334,15743709,683,1,1,30,5,66190.33,1,1,1,115186.97,0,23-09-2017
8335,15610343,705,1,2,37,5,0,2,1,1,13935.53,1,01-09-2018
8336,15737414,647,1,1,35,5,123761.68,1,1,0,83910.4,0,06-09-2018
8337,15788480,786,3,2,33,4,122325.58,1,0,0,34712.34,1,04-11-2018
8338,15568519,534,1,1,41,4,0,2,1,0,13871.34,0,30-06-2019
8339,15792453,602,2,2,42,4,138912.17,1,1,1,139494.75,0,25-07-2019
8340,15658100,695,1,2,42,4,0,2,0,1,140724.64,0,12-08-2019
8341,15695197,553,3,2,25,3,128524.19,2,1,0,20682.46,0,19-10-2019
8342,15749807,516,2,2,31,3,0,2,1,0,124202.26,0,30-10-2019
8343,15773876,655,1,2,34,3,0,2,1,0,159638.77,0,08-11-2019
8344,15591698,849,3,2,49,3,132934.89,1,1,0,171056.65,1,01-12-2019
8345,15712813,520,3,1,43,6,150805.17,3,0,1,25333.03,1,17-06-2017
8346,15763898,568,2,2,46,5,0,2,1,1,29372.62,0,07-06-2018
8347,15793324,695,2,1,32,4,0,3,0,1,38533.79,0,02-11-2018
8348,15757759,807,2,2,28,4,165969.26,3,1,0,156122.13,1,26-04-2019
8349,15796230,642,3,2,36,5,124495.98,3,1,1,57904.22,1,14-11-2017
8350,15611729,703,3,1,39,7,141559.5,1,1,1,31257.1,1,24-06-2016
8351,15709531,556,1,1,38,5,114756.14,1,1,0,193214.05,0,20-01-2018
8352,15650751,585,1,2,30,5,0,2,1,1,137757.69,0,27-07-2018
8353,15641413,587,3,2,49,4,155393.98,2,1,0,13308.2,1,21-12-2018
8354,15753840,524,2,2,32,3,0,1,1,1,132861.9,1,17-10-2019
8355,15669994,556,3,2,31,4,128663.81,2,1,0,125083.29,0,03-12-2018
8356,15695301,504,2,1,44,3,113522.64,1,1,1,12405.2,0,06-10-2019
8357,15792004,731,2,2,26,6,0,2,1,0,37697.29,0,08-11-2016
8358,15603035,651,1,1,34,5,0,2,1,1,105599.65,0,16-07-2018
8359,15717286,675,2,2,40,7,79035.95,1,1,0,142783.98,1,23-04-2016
8360,15577107,657,2,2,22,5,0,3,0,1,168412.07,1,26-11-2017
8361,15754747,686,3,1,33,4,141918.09,2,0,1,184036.47,0,08-10-2018
8362,15705676,690,1,2,35,4,107944.33,2,0,0,48478.47,0,26-06-2019
8363,15751912,567,1,1,36,7,0,2,0,1,3896.08,0,25-08-2016
8364,15677336,557,3,1,57,6,120043.13,1,1,0,132370.75,1,30-12-2016
8365,15684395,446,2,2,45,5,125191.69,1,1,1,128260.86,1,27-10-2017
8366,15659949,850,1,1,31,5,96399.31,2,1,0,106534.15,0,02-09-2018
8367,15812422,637,1,1,41,4,0,2,0,1,102515.42,0,26-11-2018
8368,15806941,499,1,1,60,4,76961.6,2,1,1,83643.87,0,24-12-2018
8369,15637690,622,3,2,34,4,98675.74,1,1,0,138906.85,1,15-06-2019
8370,15632882,684,3,1,37,4,126817.13,2,1,1,29995.83,1,19-09-2019
8371,15807107,612,1,1,32,3,121394.42,1,1,0,164081.42,0,29-10-2019
8372,15661034,813,3,2,29,3,106059.4,1,0,0,187976.88,1,15-11-2019
8373,15811958,850,3,1,44,4,112755.34,2,0,0,158171.36,0,24-04-2019
8374,15785167,795,2,1,29,4,0,2,0,0,155711.64,0,04-07-2019
8375,15646720,628,2,2,55,4,0,3,1,0,85890.75,1,04-08-2019
8376,15658614,565,3,2,38,4,145400.69,2,1,1,83844.79,0,06-09-2019
8377,15704657,601,1,1,39,4,72647.64,1,1,0,41777.9,1,09-09-2019
8378,15567147,802,2,1,40,3,0,2,1,1,81908.09,0,14-11-2019
8379,15701319,614,3,2,37,7,96340.81,2,1,1,139377.24,1,24-07-2016
8380,15745266,434,2,1,55,6,0,1,0,1,73562.05,1,15-10-2016
8381,15650437,522,3,1,32,6,124450.36,2,1,1,165786.1,0,18-11-2016
8382,15764314,550,3,1,36,6,113877.23,2,1,0,174921.91,0,26-11-2016
8383,15612594,599,2,1,25,6,0,2,1,1,120790.02,0,13-12-2016
8384,15593501,493,1,2,36,6,148667.81,2,1,0,56092.51,0,18-02-2017
8385,15804150,755,1,1,34,6,0,2,1,1,158816.03,0,20-07-2017
8386,15649297,605,1,2,62,5,111065.93,2,0,1,125660.99,0,25-11-2017
8387,15641110,708,1,1,41,4,0,1,1,0,128400.62,0,19-10-2018
8388,15660608,699,1,1,44,4,158697.61,1,1,0,107181.22,0,21-01-2019
8389,15806570,763,1,2,53,4,0,1,1,0,77203.72,1,10-03-2019
8390,15715345,743,2,1,25,3,0,2,1,0,129740.11,0,27-11-2019
8391,15755521,660,1,2,48,7,90044.32,2,0,1,187604.97,1,21-03-2016
8392,15579074,619,3,1,38,3,84651.79,1,1,1,184754.26,0,26-09-2019
8393,15641158,739,3,1,32,3,102128.27,1,1,0,63981.37,1,10-11-2019
8394,15752507,769,3,1,60,4,148846.39,1,1,0,192831.67,1,23-12-2018
8395,15597983,692,1,1,69,5,154953.94,1,1,1,70849.47,0,27-07-2018
8396,15586069,560,1,2,30,4,108883.29,1,1,0,27914.95,0,10-07-2019
8397,15655082,607,1,2,48,4,112070.86,3,1,0,173568.3,1,08-11-2018
8398,15720155,630,3,1,29,5,131354.39,1,0,1,9324.31,1,17-11-2017
8399,15582116,767,3,2,45,4,132746.2,2,1,0,26628.88,1,18-04-2019
8400,15749365,543,1,2,34,7,0,2,0,1,145601.8,0,15-01-2016
8401,15632069,776,1,1,39,7,125211.55,2,1,0,144496.07,0,08-03-2016
8402,15663134,535,2,1,58,6,0,2,1,1,11779.98,1,18-11-2016
8403,15766683,549,3,1,36,6,139422.37,1,0,0,83983.39,1,27-11-2016
8404,15707219,844,1,2,28,6,0,2,0,1,123318.37,0,15-12-2016
8405,15709232,586,3,2,47,6,157099.47,2,1,1,65481.86,0,17-08-2017
8406,15801351,583,1,1,40,4,0,2,1,0,47728,0,09-11-2018
8407,15578747,701,2,1,26,6,83600.24,1,0,1,59195.05,0,24-09-2016
8408,15675626,726,1,1,28,5,0,1,0,0,98060.51,0,09-11-2017
8409,15583736,829,3,1,36,3,81795.74,2,1,0,90106.94,0,05-12-2019
8410,15590011,749,2,1,38,6,129378.32,1,1,1,13549.34,0,04-11-2016
8411,15609913,743,1,2,46,5,0,1,1,0,113436.08,0,01-04-2018
8412,15719479,619,2,2,56,5,0,2,1,1,42442.21,0,17-09-2018
8413,15575147,699,1,1,22,4,99339,1,1,0,68297.61,1,20-01-2019
8414,15597309,749,2,1,36,4,0,2,0,0,80134.65,0,27-12-2018
8415,15648367,600,3,2,29,4,74430.1,2,1,1,96051.1,0,02-07-2019
8416,15758031,760,2,1,38,5,91241.85,1,0,1,80682.35,0,02-06-2018
8417,15751771,528,3,1,32,7,99092.45,1,0,1,111149.98,0,18-07-2016
8418,15689288,630,1,2,26,5,0,2,1,0,182612.38,0,16-06-2018
8419,15731026,683,3,2,39,5,100062.16,2,1,0,109201.43,0,22-07-2018
8420,15775809,677,3,2,26,5,98723.67,1,0,1,151146.67,0,17-08-2018
8421,15743076,669,2,1,29,5,0,1,1,1,93901.61,0,06-06-2018
8422,15658258,693,1,1,43,4,128760.32,1,1,0,36342.79,0,02-01-2019
8423,15756321,612,2,2,52,3,144772.69,1,0,0,98302.57,1,27-09-2019
8424,15706799,719,2,1,44,3,0,1,0,0,84972.9,1,15-11-2019
8425,15775703,702,1,1,26,4,71281.29,1,1,1,108747.12,1,23-02-2019
8426,15642636,755,1,1,29,5,117035.89,1,1,1,21862.19,0,13-10-2017
8427,15704651,514,1,1,26,6,0,2,0,0,121551.93,0,09-03-2017
8428,15806771,753,1,2,40,5,3768.69,2,1,0,177065.24,1,12-03-2018
8429,15566735,548,3,2,36,5,108913.84,2,1,1,140460.01,0,18-07-2018
8430,15681671,850,3,1,28,3,101100.22,2,1,1,35337.31,0,18-11-2019
8431,15775949,612,1,2,38,4,110615.47,1,1,1,193502.93,0,17-12-2018
8432,15586752,628,3,1,33,4,152143.89,1,1,1,32174.03,0,25-06-2019
8433,15582519,479,1,1,47,4,121797.09,1,0,1,5811.9,1,15-09-2019
8434,15658233,724,1,2,41,6,109798.25,1,0,1,149593.61,0,06-07-2017
8435,15755330,512,3,1,41,5,122403.24,1,0,1,37439.9,1,10-08-2018
8436,15605072,638,1,2,43,3,145860.98,1,1,1,142763.51,1,03-11-2019
8437,15617538,834,2,1,40,7,0,2,0,0,45038.74,0,08-04-2016
8438,15591428,781,1,1,29,6,0,2,0,0,172097.4,0,08-04-2017
8439,15692142,707,3,2,48,5,105086.74,1,1,1,180344.69,1,04-05-2018
8440,15692931,670,1,1,22,5,114991.45,1,1,1,37392.56,0,11-06-2018
8441,15781127,663,2,2,33,3,96769.04,1,1,1,36864.05,0,13-12-2019
8442,15677136,624,1,2,23,6,0,2,0,0,132418.59,0,23-09-2016
8443,15677828,598,1,2,34,4,0,2,0,0,60894.26,0,20-05-2019
8444,15567897,619,3,1,23,6,132725.1,1,1,1,143913.33,0,27-09-2016
8445,15793641,792,1,2,70,6,0,2,1,1,172240.27,0,12-07-2017
8446,15678333,683,1,2,26,6,0,2,1,0,86619.77,0,13-07-2017
8447,15630511,691,1,2,33,4,0,2,1,0,164074.89,0,05-04-2019
8448,15792627,765,2,2,33,5,84557.82,1,1,1,69039.43,0,16-09-2018
8449,15717191,508,1,1,49,7,93817.41,2,1,1,132468.76,1,21-06-2016
8450,15625716,637,1,2,33,5,113913.53,1,0,1,65316.5,0,21-07-2018
8451,15710053,667,3,2,44,3,140406.68,2,0,1,57164.19,0,15-12-2019
8452,15580043,575,2,2,22,7,105229.34,1,1,1,34397.08,0,19-09-2016
8453,15601410,744,2,2,46,5,0,3,1,1,177431.59,1,16-09-2018
8454,15684669,567,1,2,41,3,137891.35,1,1,0,142009.46,1,14-10-2019
8455,15619083,502,1,2,35,3,0,2,1,1,80618.47,0,08-12-2019
8456,15692207,609,1,2,53,4,0,2,1,1,124218.27,0,11-05-2019
8457,15730705,715,1,1,37,4,165252.52,1,1,0,85286.3,0,31-03-2019
8458,15749688,541,1,1,32,5,0,2,0,0,40889.14,0,04-10-2017
8459,15728542,850,1,2,71,4,0,2,1,1,107236.87,0,04-08-2019
8460,15760063,595,2,1,23,6,0,2,1,1,168085.97,0,16-11-2016
8461,15658982,650,3,2,28,6,122034.4,3,0,1,146663.43,1,15-11-2016
8462,15758769,625,1,2,44,6,0,1,1,0,4791.8,0,31-12-2016
8463,15778481,817,1,1,59,5,118962.58,1,1,1,120819.58,0,16-05-2018
8464,15661162,526,2,1,49,6,0,1,1,0,114539.67,1,17-11-2016
8465,15568164,850,1,2,34,6,71379.53,2,1,1,154000.99,0,04-04-2017
8466,15601569,598,1,2,40,5,171178.25,1,1,0,137980.58,1,30-11-2017
8467,15772383,613,1,1,36,5,131307.11,1,0,0,83343.73,0,05-04-2018
8468,15667456,709,2,1,62,5,0,2,1,1,82195.15,0,07-09-2018
8469,15672983,678,2,2,27,5,87099.85,2,1,0,149550.95,0,07-10-2017
8470,15799534,720,1,1,71,6,183135.39,2,1,1,197688.5,0,31-07-2017
8471,15582847,662,1,1,26,5,0,2,0,1,72929.96,0,23-11-2017
8472,15612478,525,1,1,51,6,0,3,1,0,171045.35,1,20-03-2017
8473,15709621,662,1,1,31,4,0,2,0,1,27731.05,0,01-10-2018
8474,15802009,770,1,2,33,4,0,2,1,1,126131.9,0,13-12-2018
8475,15698816,721,2,2,33,4,72535.45,1,1,1,103931.49,0,22-04-2019
8476,15574830,633,3,1,58,4,128137.42,2,1,0,147635.33,1,07-09-2019
8477,15603082,701,1,1,51,7,0,2,0,0,61961.57,0,10-05-2016
8478,15685947,556,3,1,42,7,115915.53,2,0,1,125435.47,1,14-09-2016
8479,15643048,639,1,1,66,6,0,2,0,1,42240.54,0,28-02-2017
8480,15807568,632,1,1,50,4,0,2,0,0,57942.88,0,23-03-2019
8481,15597591,456,1,1,29,3,107000.49,1,1,1,153419.62,0,16-11-2019
8482,15747558,729,2,2,38,6,0,2,1,0,189727.12,0,22-05-2017
8483,15756655,632,1,2,34,5,0,2,0,0,165385.55,0,20-08-2018
8484,15589949,433,2,1,34,3,152806.74,1,1,0,19687.99,0,23-09-2019
8485,15601012,802,1,2,60,3,92887.06,1,1,0,39473.63,1,03-12-2019
8486,15724269,670,1,1,25,3,0,2,1,1,144723.38,0,10-12-2019
8487,15567506,738,3,2,40,3,114940.67,2,1,1,194895.57,1,17-11-2019
8488,15791877,706,3,1,34,3,140641.26,2,1,1,77271.91,0,28-11-2019
8489,15794360,592,3,2,70,3,71816.74,2,1,0,105096.82,1,10-10-2019
8490,15686538,522,1,2,41,3,0,2,0,1,176780.39,0,20-12-2019
8491,15585985,746,1,1,48,5,165282.42,1,1,0,153786.46,1,08-09-2018
8492,15699257,651,2,1,42,4,143145.87,2,1,0,43612.06,0,25-08-2019
8493,15804104,494,1,1,28,6,114731.76,2,0,1,79479.74,0,22-10-2016
8494,15727619,753,3,2,46,4,113909.69,3,1,0,92320.37,1,24-11-2018
8495,15740237,671,3,1,36,6,116695.27,1,0,0,193201.86,0,10-12-2016
8496,15801436,696,1,1,42,4,0,1,0,0,126353.13,1,22-11-2018
8497,15705735,577,2,1,43,4,0,2,1,1,135008.92,0,19-04-2019
8498,15649359,587,1,1,36,4,0,2,0,1,17135.6,0,21-09-2019
8499,15624892,712,3,1,37,5,93978.96,2,1,0,60651.77,0,29-09-2017
8500,15784918,498,3,1,35,5,121968.11,2,0,1,188343.05,0,08-12-2017
8501,15584785,660,1,1,37,7,97324.91,1,1,0,23291.83,0,23-04-2016
8502,15797197,678,2,1,29,6,0,2,1,0,64443.75,0,18-04-2017
8503,15574858,530,1,1,37,4,0,2,1,1,287.99,0,05-09-2019
8504,15794101,559,1,2,48,5,0,2,0,1,137961.41,0,09-11-2017
8505,15743245,624,1,1,42,4,145155.37,1,1,0,72169.95,1,04-11-2018
8506,15791535,592,1,1,28,7,137222.77,1,0,0,39608.58,0,24-08-2016
8507,15605215,767,1,1,48,6,0,2,0,1,175458.21,0,23-04-2017
8508,15771749,653,3,2,38,4,114268.22,2,1,1,89524.83,0,20-02-2019
8509,15616833,678,2,1,27,6,0,2,1,1,13221.25,0,03-10-2016
8510,15750728,586,2,2,42,6,0,1,1,0,102889.34,0,11-12-2016
8511,15769353,550,1,2,40,5,150490.32,1,0,0,166468.21,1,23-10-2017
8512,15770091,643,3,1,28,5,160858.13,2,1,0,27149.27,0,08-05-2018
8513,15716420,612,2,1,39,4,170288.38,1,1,1,59601.15,0,08-06-2019
8514,15740602,674,3,2,27,3,111568.01,1,0,1,22026.18,0,07-11-2019
8515,15796071,657,2,1,29,3,83889.03,1,1,0,153059.62,0,27-11-2019
8516,15811389,724,3,2,35,7,171982.95,2,0,1,167313.07,0,29-01-2016
8517,15783875,500,1,2,34,7,0,2,1,0,12833.96,0,01-09-2016
8518,15671800,688,1,1,20,3,137624.4,2,1,1,197582.79,0,08-12-2019
8519,15677288,599,1,1,50,5,121159.65,1,0,0,4033.39,1,03-11-2017
8520,15633525,631,1,1,29,6,0,2,0,1,125877.22,0,12-08-2017
8521,15634606,634,2,1,52,5,0,2,1,1,176913.42,0,26-02-2018
8522,15579207,545,1,1,37,4,91184.01,1,1,0,105476.65,0,27-02-2019
8523,15619892,644,2,1,18,3,0,2,1,0,59172.42,0,19-10-2019
8524,15567778,690,3,2,54,3,144027.8,1,1,1,108731.02,1,27-09-2019
8525,15711750,711,1,2,34,4,0,2,1,1,175310.38,0,12-12-2018
8526,15751084,712,1,2,29,5,140170.61,1,1,1,38170.04,0,04-12-2017
8527,15768945,627,1,1,27,5,62092.9,1,1,1,105887.04,0,03-09-2018
8528,15586931,694,2,1,39,7,0,1,1,1,95625.03,0,04-02-2016
8529,15636353,534,2,1,35,7,0,2,0,0,9541.15,0,18-03-2016
8530,15623858,603,1,1,45,6,0,1,0,0,148516.79,0,09-06-2017
8531,15703354,808,1,2,33,5,103516.87,1,1,0,113907.8,0,15-02-2018
8532,15663987,723,2,1,30,5,0,3,1,0,164647.72,1,14-08-2018
8533,15780805,585,1,2,35,4,0,2,1,0,98621.04,1,12-10-2018
8534,15768566,706,1,1,34,4,0,2,1,1,37479.97,0,19-07-2019
8535,15643229,671,1,2,31,3,0,2,1,1,15846.42,0,16-11-2019
8536,15754940,597,2,1,43,4,85162.26,1,0,1,5104.08,1,28-09-2018
8537,15676576,646,1,2,43,4,143061.88,1,1,0,61937.6,0,30-11-2018
8538,15800068,801,2,2,46,4,0,2,1,1,170008.74,0,13-09-2019
8539,15648030,731,2,2,33,6,137388.01,2,1,0,165000.68,0,26-07-2017
8540,15668594,620,3,2,25,7,137712.01,1,1,1,76197.05,0,31-03-2016
8541,15728709,484,3,1,40,4,106901.42,2,0,0,118045.98,0,01-10-2018
8542,15724181,647,2,1,47,5,105603.21,2,1,1,157360.9,0,02-10-2017
8543,15647546,688,3,2,40,3,150679.71,2,0,1,196226.38,0,29-11-2019
8544,15702601,680,3,1,30,3,108300.27,2,0,1,44384.57,1,16-10-2019
8545,15567725,689,1,2,46,5,52016.08,2,1,1,72993.65,0,13-11-2017
8546,15674179,513,3,1,34,5,60515.13,1,0,0,124571.09,0,16-09-2018
8547,15686957,553,3,1,35,7,158584.28,2,1,0,43640.16,0,16-03-2016
8548,15607690,689,3,1,47,4,118812.5,2,0,0,31121.42,0,25-12-2018
8549,15806546,517,2,1,46,3,0,1,1,0,22372.78,0,13-11-2019
8550,15632850,731,1,1,37,5,0,2,1,1,170338.35,0,26-07-2018
8551,15709016,687,3,2,47,7,91219.29,1,0,0,158845.49,1,12-01-2016
8552,15638068,507,2,1,32,4,0,2,1,0,67926.18,0,30-04-2019
8553,15749345,468,1,2,22,6,76318.64,1,1,1,194783.12,0,10-04-2017
8554,15791321,682,2,2,58,6,0,1,1,0,176036.01,0,21-04-2017
8555,15699095,603,1,2,24,3,0,1,1,1,198826.03,1,15-12-2019
8556,15638329,522,3,1,25,6,111432.13,1,1,1,168683.57,0,17-01-2017
8557,15575445,629,2,1,41,5,150148.51,1,0,0,6936.27,0,19-05-2018
