Date (StatewiseTestingDetails.csv),State (StatewiseTestingDetails.csv),Negative,Positive,Total Samples
23-04-2021,Chhattisgarh,,,6819875
24-04-2021,Chhattisgarh,,,6877100
25-04-2021,Chhattisgarh,,,6918250
26-04-2021,Chhattisgarh,,,6972500
27-04-2021,Chhattisgarh,,,7026656
28-04-2021,Chhattisgarh,,,7086058
29-04-2021,Chhattisgarh,,,7147064
30-04-2021,Chhattisgarh,,,7206500
01-05-2021,Chhattisgarh,,,7267363
02-05-2021,Chhattisgarh,,,7309395
03-05-2021,Chhattisgarh,,,7367888
04-05-2021,Chhattisgarh,,,7424922
05-05-2021,Chhattisgarh,,,7484779
06-05-2021,Chhattisgarh,,,7546123
07-05-2021,Chhattisgarh,,,7608062
08-05-2021,Chhattisgarh,,,7669976
09-05-2021,Chhattisgarh,,,7718708
10-05-2021,Chhattisgarh,,,7783517
11-05-2021,Chhattisgarh,,,7847328
12-05-2021,Chhattisgarh,,,7918466
13-05-2021,Chhattisgarh,,,7986204
14-05-2021,Chhattisgarh,,,8049298
15-05-2021,Chhattisgarh,,,8119537
16-05-2021,Chhattisgarh,,,8171565
17-05-2021,Chhattisgarh,,,8236565
18-05-2021,Chhattisgarh,,,8306438
19-05-2021,Chhattisgarh,,,8375840
20-05-2021,Chhattisgarh,,,8442382
21-05-2021,Chhattisgarh,,,8508024
22-05-2021,Chhattisgarh,,,8575166
23-05-2021,Chhattisgarh,,,8625888
24-05-2021,Chhattisgarh,,,8700472
25-05-2021,Chhattisgarh,,,8772503
26-05-2021,Chhattisgarh,,,8832674
27-05-2021,Chhattisgarh,,,8897798
28-05-2021,Chhattisgarh,,,8961200
29-05-2021,Chhattisgarh,,,9023558
30-05-2021,Chhattisgarh,,,9066798
31-05-2021,Chhattisgarh,,,9125243
01-06-2021,Chhattisgarh,,,9185232
02-06-2021,Chhattisgarh,,,9240407
03-06-2021,Chhattisgarh,,,9294551
04-06-2021,Chhattisgarh,,,9343365
05-06-2021,Chhattisgarh,,,9396168
06-06-2021,Chhattisgarh,,,9433726
07-06-2021,Chhattisgarh,,,9483235
08-06-2021,Chhattisgarh,,,9531682
09-06-2021,Chhattisgarh,,,9578006
10-06-2021,Chhattisgarh,,,9622975
11-06-2021,Chhattisgarh,,,9658180
12-06-2021,Chhattisgarh,,,9700171
13-06-2021,Chhattisgarh,,,9732599
14-06-2021,Chhattisgarh,,,9775790
15-06-2021,Chhattisgarh,,,9820443
16-06-2021,Chhattisgarh,,,9861516
17-06-2021,Chhattisgarh,,,9907290
18-06-2021,Chhattisgarh,,,9952134
19-06-2021,Chhattisgarh,,,9994888
20-06-2021,Chhattisgarh,,,10022881
21-06-2021,Chhattisgarh,,,10062387
22-06-2021,Chhattisgarh,,,10101104
23-06-2021,Chhattisgarh,,,10137066
24-06-2021,Chhattisgarh,,,10161340
25-06-2021,Chhattisgarh,,,10187459
26-06-2021,Chhattisgarh,,,10221590
27-06-2021,Chhattisgarh,,,10246860
28-06-2021,Chhattisgarh,,,10279914
29-06-2021,Chhattisgarh,,,10313461
30-06-2021,Chhattisgarh,,,10350237
01-07-2021,Chhattisgarh,,,10383899
02-07-2021,Chhattisgarh,,,10408705
03-07-2021,Chhattisgarh,,,10434778
04-07-2021,Chhattisgarh,,,10458257
05-07-2021,Chhattisgarh,,,10489814
06-07-2021,Chhattisgarh,,,10527438
07-07-2021,Chhattisgarh,,,10561227
08-07-2021,Chhattisgarh,,,10595175
09-07-2021,Chhattisgarh,,,10634379
10-07-2021,Chhattisgarh,,,10665860
11-07-2021,Chhattisgarh,,,10688339
12-07-2021,Chhattisgarh,,,10724395
13-07-2021,Chhattisgarh,,,10764226
14-07-2021,Chhattisgarh,,,10802957
15-07-2021,Chhattisgarh,,,10843793
16-07-2021,Chhattisgarh,,,10887355
17-07-2021,Chhattisgarh,,,10927993
18-07-2021,Chhattisgarh,,,10954876
19-07-2021,Chhattisgarh,,,10995135
20-07-2021,Chhattisgarh,,,11027353
21-07-2021,Chhattisgarh,,,11030460
22-07-2021,Chhattisgarh,,,11069812
23-07-2021,Chhattisgarh,,,11100262
24-07-2021,Chhattisgarh,,,11133888
25-07-2021,Chhattisgarh,,,11159728
26-07-2021,Chhattisgarh,,,11197168
27-07-2021,Chhattisgarh,,,11236166
28-07-2021,Chhattisgarh,,,11272374
29-07-2021,Chhattisgarh,,,11312875
30-07-2021,Chhattisgarh,,,11355589
31-07-2021,Chhattisgarh,,,11394233
01-08-2021,Chhattisgarh,,,11416645
02-08-2021,Chhattisgarh,,,11452754
03-08-2021,Chhattisgarh,,,11493309
04-08-2021,Chhattisgarh,,,11535855
05-08-2021,Chhattisgarh,,,11580254
06-08-2021,Chhattisgarh,,,11624064
07-08-2021,Chhattisgarh,,,11666597
08-08-2021,Chhattisgarh,,,11692078
09-08-2021,Chhattisgarh,,,11720007
10-08-2021,Chhattisgarh,,,11762041
09-04-2020,Dadra and Nagar Haveli and Daman and Diu,80,0,80
10-04-2020,Dadra and Nagar Haveli and Daman and Diu,130,0,130
11-04-2020,Dadra and Nagar Haveli and Daman and Diu,211,0,211
15-04-2020,Dadra and Nagar Haveli and Daman and Diu,356,0,356
16-04-2020,Dadra and Nagar Haveli and Daman and Diu,382,0,382
21-04-2020,Dadra and Nagar Haveli and Daman and Diu,474,0,474
22-04-2020,Dadra and Nagar Haveli and Daman and Diu,674,0,674
23-04-2020,Dadra and Nagar Haveli and Daman and Diu,913,0,913
25-04-2020,Dadra and Nagar Haveli and Daman and Diu,1386,0,1386
26-04-2020,Dadra and Nagar Haveli and Daman and Diu,1901,0,1901
27-04-2020,Dadra and Nagar Haveli and Daman and Diu,2379,0,2379
29-04-2020,Dadra and Nagar Haveli and Daman and Diu,2921,0,2921
30-04-2020,Dadra and Nagar Haveli and Daman and Diu,3464,0,3464
01-05-2020,Dadra and Nagar Haveli and Daman and Diu,4003,0,4003
03-05-2020,Dadra and Nagar Haveli and Daman and Diu,4328,0,4328
04-05-2020,Dadra and Nagar Haveli and Daman and Diu,4434,0,4434
05-05-2020,Dadra and Nagar Haveli and Daman and Diu,4780,1,4781
06-05-2020,Dadra and Nagar Haveli and Daman and Diu,4966,1,4967
07-05-2020,Dadra and Nagar Haveli and Daman and Diu,5271,1,5272
08-05-2020,Dadra and Nagar Haveli and Daman and Diu,5429,1,5430
10-05-2020,Dadra and Nagar Haveli and Daman and Diu,5580,1,5581
11-05-2020,Dadra and Nagar Haveli and Daman and Diu,5762,1,5763
12-05-2020,Dadra and Nagar Haveli and Daman and Diu,5976,1,5977
13-05-2020,Dadra and Nagar Haveli and Daman and Diu,6293,1,6294
14-05-2020,Dadra and Nagar Haveli and Daman and Diu,6553,1,6554
15-05-2020,Dadra and Nagar Haveli and Daman and Diu,6915,1,6916
17-05-2020,Dadra and Nagar Haveli and Daman and Diu,7156,1,7157
18-05-2020,Dadra and Nagar Haveli and Daman and Diu,7570,1,7571
19-05-2020,Dadra and Nagar Haveli and Daman and Diu,7828,1,7829
20-05-2020,Dadra and Nagar Haveli and Daman and Diu,8136,1,8137
21-05-2020,Dadra and Nagar Haveli and Daman and Diu,8455,1,8456
22-05-2020,Dadra and Nagar Haveli and Daman and Diu,8978,1,8979
23-05-2020,Dadra and Nagar Haveli and Daman and Diu,9296,2,9298
24-05-2020,Dadra and Nagar Haveli and Daman and Diu,9676,2,9678
25-05-2020,Dadra and Nagar Haveli and Daman and Diu,10083,2,10085
26-05-2020,Dadra and Nagar Haveli and Daman and Diu,10386,2,10388
27-05-2020,Dadra and Nagar Haveli and Daman and Diu,10870,2,10872
28-05-2020,Dadra and Nagar Haveli and Daman and Diu,11175,2,11177
29-05-2020,Dadra and Nagar Haveli and Daman and Diu,11475,2,11477
01-06-2020,Dadra and Nagar Haveli and Daman and Diu,11690,3,11693
03-06-2020,Dadra and Nagar Haveli and Daman and Diu,12052,12,12064
04-06-2020,Dadra and Nagar Haveli and Daman and Diu,12361,14,12375
05-06-2020,Dadra and Nagar Haveli and Daman and Diu,13653,14,13667
06-06-2020,Dadra and Nagar Haveli and Daman and Diu,14761,19,14780
07-06-2020,Dadra and Nagar Haveli and Daman and Diu,14926,20,15546
08-06-2020,Dadra and Nagar Haveli and Daman and Diu,15655,22,16277
10-06-2020,Dadra and Nagar Haveli and Daman and Diu,16552,27,17179
13-06-2020,Dadra and Nagar Haveli and Daman and Diu,17021,28,17649
14-06-2020,Dadra and Nagar Haveli and Daman and Diu,17813,31,18445
15-06-2020,Dadra and Nagar Haveli and Daman and Diu,23072,38,23835
16-06-2020,Dadra and Nagar Haveli and Daman and Diu,23695,51,24492
17-06-2020,Dadra and Nagar Haveli and Daman and Diu,24650,58,25575
18-06-2020,Dadra and Nagar Haveli and Daman and Diu,25461,69,26752
20-06-2020,Dadra and Nagar Haveli and Daman and Diu,26901,93,27617
21-06-2020,Dadra and Nagar Haveli and Daman and Diu,27241,97,27839
22-06-2020,Dadra and Nagar Haveli and Daman and Diu,27572,112,28364
23-06-2020,Dadra and Nagar Haveli and Daman and Diu,28096,121,29072
24-06-2020,Dadra and Nagar Haveli and Daman and Diu,28697,134,29403
25-06-2020,Dadra and Nagar Haveli and Daman and Diu,29015,154,30188
26-06-2020,Dadra and Nagar Haveli and Daman and Diu,29864,169,30602
27-06-2020,Dadra and Nagar Haveli and Daman and Diu,30316,184,31015
28-06-2020,Dadra and Nagar Haveli and Daman and Diu,30781,188,31321
29-06-2020,Dadra and Nagar Haveli and Daman and Diu,30977,203,31602
30-06-2020,Dadra and Nagar Haveli and Daman and Diu,31396,213,32031
01-07-2020,Dadra and Nagar Haveli and Daman and Diu,31783,229,32435
02-07-2020,Dadra and Nagar Haveli and Daman and Diu,32157,254,32834
03-07-2020,Dadra and Nagar Haveli and Daman and Diu,32899,304,33618
04-07-2020,Dadra and Nagar Haveli and Daman and Diu,33156,333,33995
05-07-2020,Dadra and Nagar Haveli and Daman and Diu,33341,371,34179
06-07-2020,Dadra and Nagar Haveli and Daman and Diu,33441,398,34444
07-07-2020,Dadra and Nagar Haveli and Daman and Diu,33926,423,34761
08-07-2020,Dadra and Nagar Haveli and Daman and Diu,34176,440,35234
09-07-2020,Dadra and Nagar Haveli and Daman and Diu,34585,454,35391
10-07-2020,Dadra and Nagar Haveli and Daman and Diu,34827,468,35829
11-07-2020,Dadra and Nagar Haveli and Daman and Diu,35279,480,36166
12-07-2020,Dadra and Nagar Haveli and Daman and Diu,35611,495,36310
13-07-2020,Dadra and Nagar Haveli and Daman and Diu,35696,520,36621
14-07-2020,Dadra and Nagar Haveli and Daman and Diu,35963,536,36905
15-07-2020,Dadra and Nagar Haveli and Daman and Diu,36195,552,37392
16-07-2020,Dadra and Nagar Haveli and Daman and Diu,36548,570,37880
17-07-2020,Dadra and Nagar Haveli and Daman and Diu,36898,601,38176
18-07-2020,Dadra and Nagar Haveli and Daman and Diu,37291,646,38313
19-07-2020,Dadra and Nagar Haveli and Daman and Diu,37520,684,38640
20-07-2020,Dadra and Nagar Haveli and Daman and Diu,37789,705,38880
21-07-2020,Dadra and Nagar Haveli and Daman and Diu,38022,733,39199
24-07-2020,Dadra and Nagar Haveli and Daman and Diu,39019,854,40425
25-07-2020,Dadra and Nagar Haveli and Daman and Diu,39431,890,40881
26-07-2020,Dadra and Nagar Haveli and Daman and Diu,39815,940,41143
28-07-2020,Dadra and Nagar Haveli and Daman and Diu,40258,1020,41588
29-07-2020,Dadra and Nagar Haveli and Daman and Diu,40411,1058,41895
30-07-2020,Dadra and Nagar Haveli and Daman and Diu,40564,1093,42148
31-07-2020,Dadra and Nagar Haveli and Daman and Diu,40775,1136,42403
01-08-2020,Dadra and Nagar Haveli and Daman and Diu,40916,1181,42635
02-08-2020,Dadra and Nagar Haveli and Daman and Diu,41132,1232,42718
03-08-2020,Dadra and Nagar Haveli and Daman and Diu,41402,1265,42926
04-08-2020,Dadra and Nagar Haveli and Daman and Diu,41514,1304,43191
05-08-2020,Dadra and Nagar Haveli and Daman and Diu,41781,1368,43478
06-08-2020,Dadra and Nagar Haveli and Daman and Diu,42059,1412,43899
07-08-2020,Dadra and Nagar Haveli and Daman and Diu,42608,1456,44456
08-08-2020,Dadra and Nagar Haveli and Daman and Diu,42805,1505,44777
09-08-2020,Dadra and Nagar Haveli and Daman and Diu,43165,,45253
10-08-2020,Dadra and Nagar Haveli and Daman and Diu,43579,,45724
11-08-2020,Dadra and Nagar Haveli and Daman and Diu,43919,,46149
12-08-2020,Dadra and Nagar Haveli and Daman and Diu,44328,,46516
13-08-2020,Dadra and Nagar Haveli and Daman and Diu,44712,,46937
14-08-2020,Dadra and Nagar Haveli and Daman and Diu,45021,1797,47272
15-08-2020,Dadra and Nagar Haveli and Daman and Diu,45335,1843,47643
16-08-2020,Dadra and Nagar Haveli and Daman and Diu,45676,1878,48212
17-08-2020,Dadra and Nagar Haveli and Daman and Diu,46224,1908,48710
18-08-2020,Dadra and Nagar Haveli and Daman and Diu,46665,1951,49290
19-08-2020,Dadra and Nagar Haveli and Daman and Diu,47184,1995,49879
20-08-2020,Dadra and Nagar Haveli and Daman and Diu,47703,2030,50293
21-08-2020,Dadra and Nagar Haveli and Daman and Diu,48105,2082,50923
22-08-2020,Dadra and Nagar Haveli and Daman and Diu,48524,2120,51285
23-08-2020,Dadra and Nagar Haveli and Daman and Diu,48995,2161,51580
24-08-2020,Dadra and Nagar Haveli and Daman and Diu,49322,2181,51843
25-08-2020,Dadra and Nagar Haveli and Daman and Diu,49538,2203,52160
26-08-2020,Dadra and Nagar Haveli and Daman and Diu,49806,2228,52524
27-08-2020,Dadra and Nagar Haveli and Daman and Diu,50236,2266,52859
28-08-2020,Dadra and Nagar Haveli and Daman and Diu,50539,2290,53227
29-08-2020,Dadra and Nagar Haveli and Daman and Diu,50809,2306,53527
30-08-2020,Dadra and Nagar Haveli and Daman and Diu,51141,2340,53769
31-08-2020,Dadra and Nagar Haveli and Daman and Diu,48426,,54194
01-09-2020,Dadra and Nagar Haveli and Daman and Diu,51761,,54566
02-09-2020,Dadra and Nagar Haveli and Daman and Diu,52110,,54964
03-09-2020,Dadra and Nagar Haveli and Daman and Diu,52449,,55345
04-09-2020,Dadra and Nagar Haveli and Daman and Diu,52795,,55688
05-09-2020,Dadra and Nagar Haveli and Daman and Diu,53134,,56008
06-09-2020,Dadra and Nagar Haveli and Daman and Diu,53396,,56174
07-09-2020,Dadra and Nagar Haveli and Daman and Diu,53554,,56476
08-09-2020,Dadra and Nagar Haveli and Daman and Diu,53816,,56839
09-09-2020,Dadra and Nagar Haveli and Daman and Diu,54125,,57220
10-09-2020,Dadra and Nagar Haveli and Daman and Diu,54482,,57587
11-09-2020,Dadra and Nagar Haveli and Daman and Diu,54827,,57888
12-09-2020,Dadra and Nagar Haveli and Daman and Diu,55096,,58336
13-09-2020,Dadra and Nagar Haveli and Daman and Diu,55531,,58530
14-09-2020,Dadra and Nagar Haveli and Daman and Diu,55686,2763,59154
15-09-2020,Dadra and Nagar Haveli and Daman and Diu,56305,2783,59530
16-09-2020,Dadra and Nagar Haveli and Daman and Diu,56646,2810,59771
17-09-2020,Dadra and Nagar Haveli and Daman and Diu,56905,2831,60237
18-09-2020,Dadra and Nagar Haveli and Daman and Diu,57338,2859,60738
19-09-2020,Dadra and Nagar Haveli and Daman and Diu,57759,2887,61270
20-09-2020,Dadra and Nagar Haveli and Daman and Diu,58254,2924,61482
21-09-2020,Dadra and Nagar Haveli and Daman and Diu,58459,2933,62055
23-09-2020,Dadra and Nagar Haveli and Daman and Diu,59438,2962,63047
24-09-2020,Dadra and Nagar Haveli and Daman and Diu,59995,2977,63512
26-09-2020,Dadra and Nagar Haveli and Daman and Diu,60848,2996,64336
27-09-2020,Dadra and Nagar Haveli and Daman and Diu,61264,3002,64691
28-09-2020,Dadra and Nagar Haveli and Daman and Diu,61618,3012,65134
29-09-2020,Dadra and Nagar Haveli and Daman and Diu,62045,3032,65539
30-09-2020,Dadra and Nagar Haveli and Daman and Diu,62439,3040,65953
01-10-2020,Dadra and Nagar Haveli and Daman and Diu,62840,3054,66337
02-10-2020,Dadra and Nagar Haveli and Daman and Diu,63228,3063,66566
03-10-2020,Dadra and Nagar Haveli and Daman and Diu,63509,3070,67029
04-10-2020,Dadra and Nagar Haveli and Daman and Diu,63873,3087,67272
05-10-2020,Dadra and Nagar Haveli and Daman and Diu,64129,3092,67666
06-10-2020,Dadra and Nagar Haveli and Daman and Diu,64498,3103,68056
07-10-2020,Dadra and Nagar Haveli and Daman and Diu,64888,3120,68466
08-10-2020,Dadra and Nagar Haveli and Daman and Diu,65283,3132,68831
09-10-2020,Dadra and Nagar Haveli and Daman and Diu,65638,3140,69192
10-10-2020,Dadra and Nagar Haveli and Daman and Diu,65980,3152,69529
11-10-2020,Dadra and Nagar Haveli and Daman and Diu,66324,3163,69785
13-10-2020,Dadra and Nagar Haveli and Daman and Diu,66935,3168,70514
14-10-2020,Dadra and Nagar Haveli and Daman and Diu,67297,3171,70815
15-10-2020,Dadra and Nagar Haveli and Daman and Diu,67588,3172,71144
16-10-2020,Dadra and Nagar Haveli and Daman and Diu,67909,3177,71386
17-10-2020,Dadra and Nagar Haveli and Daman and Diu,68164,3180,71664
18-10-2020,Dadra and Nagar Haveli and Daman and Diu,68439,3183,71807
19-10-2020,Dadra and Nagar Haveli and Daman and Diu,68578,3185,72136
20-10-2020,Dadra and Nagar Haveli and Daman and Diu,68894,3194,72410
01-04-2020,Delhi,,,2621
07-04-2020,Delhi,7308,576,9041
09-04-2020,Delhi,8643,720,9968
10-04-2020,Delhi,9662,903,11061
11-04-2020,Delhi,10218,1069,11709
12-04-2020,Delhi,11748,1154,14036
13-04-2020,Delhi,12283,1510,15032
14-04-2020,Delhi,13748,1561,16282
15-04-2020,Delhi,13865,1578,16605
16-04-2020,Delhi,14692,1640,18784
17-04-2020,Delhi,16899,1707,21409
18-04-2020,Delhi,17449,1893,22283
19-04-2020,Delhi,19393,2003,24387
20-04-2020,Delhi,20712,2081,25900
21-04-2020,Delhi,21810,2156,26627
22-04-2020,Delhi,22713,2248,28309
23-04-2020,Delhi,24538,2375,30560
24-04-2020,Delhi,26552,2514,33672
25-04-2020,Delhi,28693,2625,35519
26-04-2020,Delhi,31919,2918,37613
27-04-2020,Delhi,34145,3108,39911
28-04-2020,Delhi,36195,3314,43370
29-04-2020,Delhi,39920,3439,47225
02-05-2020,Delhi,,4122,58210
03-05-2020,Delhi,,4549,60246
04-05-2020,Delhi,,4898,64108
05-05-2020,Delhi,,5104,67852
06-05-2020,Delhi,,5532,71934
07-05-2020,Delhi,,5980,77234
08-05-2020,Delhi,,6318,81367
09-05-2020,Delhi,,6542,84226
10-05-2020,Delhi,,6923,93810
11-05-2020,Delhi,,7233,97678
12-05-2020,Delhi,,7639,106109
13-05-2020,Delhi,,7998,113345
14-05-2020,Delhi,,8470,119736
15-05-2020,Delhi,,8895,125189
16-05-2020,Delhi,,9333,130845
17-05-2020,Delhi,,9755,135791
18-05-2020,Delhi,,10054,139727
19-05-2020,Delhi,,10554,145854
20-05-2020,Delhi,,11088,150282
21-05-2020,Delhi,,11659,154385
22-05-2020,Delhi,,12319,160255
23-05-2020,Delhi,,12910,165047
24-05-2020,Delhi,,13418,169873
25-05-2020,Delhi,,14053,174469
26-05-2020,Delhi,,14465,178579
27-05-2020,Delhi,,15257,184362
28-05-2020,Delhi,,16281,191977
29-05-2020,Delhi,,17386,199626
30-05-2020,Delhi,,18549,206739
31-05-2020,Delhi,,19844,212784
01-06-2020,Delhi,,20834,217537
02-06-2020,Delhi,,22132,223607
03-06-2020,Delhi,,23645,230145
04-06-2020,Delhi,,25004,236506
05-06-2020,Delhi,,26334,241693
06-06-2020,Delhi,,27654,246873
07-06-2020,Delhi,,28936,251915
08-06-2020,Delhi,,29943,255615
09-06-2020,Delhi,,31309,261079
10-06-2020,Delhi,,32810,266156
11-06-2020,Delhi,,34687,271516
12-06-2020,Delhi,,36824,277463
13-06-2020,Delhi,,38958,283239
14-06-2020,Delhi,,41182,290592
15-06-2020,Delhi,,42829,296697
16-06-2020,Delhi,,44688,304483
17-06-2020,Delhi,,47102,312576
18-06-2020,Delhi,,49979,321302
19-06-2020,Delhi,,53116,334376
20-06-2020,Delhi,,56746,351909
21-06-2020,Delhi,,59746,370014
22-06-2020,Delhi,,62655,384696
23-06-2020,Delhi,,66602,401648
24-06-2020,Delhi,,70390,420707
25-06-2020,Delhi,,73780,438012
26-06-2020,Delhi,,77240,459156
27-06-2020,Delhi,,80188,478336
28-06-2020,Delhi,,83077,498416
29-06-2020,Delhi,,85161,514573
30-06-2020,Delhi,,87360,531752
01-07-2020,Delhi,,89802,551708
02-07-2020,Delhi,,92175,572530
03-07-2020,Delhi,,94695,596695
04-07-2020,Delhi,,97200,620368
05-07-2020,Delhi,,99444,643504
06-07-2020,Delhi,,100823,657383
07-07-2020,Delhi,,102831,679831
08-07-2020,Delhi,,104864,701859
09-07-2020,Delhi,,107051,724148
10-07-2020,Delhi,,109140,747109
11-07-2020,Delhi,,110921,768617
12-07-2020,Delhi,,112494,789853
13-07-2020,Delhi,,113740,692845
14-07-2020,Delhi,,115346,713908
15-07-2020,Delhi,,116993,736436
16-07-2020,Delhi,,118645,756661
17-07-2020,Delhi,,120107,777125
18-07-2020,Delhi,,121582,798783
19-07-2020,Delhi,,122793,818989
20-07-2020,Delhi,,123747,830459
21-07-2020,Delhi,,125096,851311
22-07-2020,Delhi,,126323,871371
23-07-2020,Delhi,,127364,889597
24-07-2020,Delhi,,128389,908735
25-07-2020,Delhi,,129531,929244
26-07-2020,Delhi,,130606,946777
27-07-2020,Delhi,,131219,958283
28-07-2020,Delhi,,132275,976827
29-07-2020,Delhi,,133310,994219
30-07-2020,Delhi,,134403,1013694
31-07-2020,Delhi,,,1032785
01-08-2020,Delhi,,136716,1050939
02-08-2020,Delhi,,137677,1063669
03-08-2020,Delhi,,138482,1073802
04-08-2020,Delhi,,139156,1083097
05-08-2020,Delhi,,140232,1099882
06-08-2020,Delhi,,141531,1120318
07-08-2020,Delhi,,142723,1143703
08-08-2020,Delhi,,144127,1168295
09-08-2020,Delhi,,145427,1192082
10-08-2020,Delhi,,146134,1204405
11-08-2020,Delhi,,,1223845
12-08-2020,Delhi,,,1242739
13-08-2020,Delhi,,,1258095
14-08-2020,Delhi,,,1273140
15-08-2020,Delhi,,151928,1291411
16-08-2020,Delhi,,,1302120
17-08-2020,Delhi,,,1317108
18-08-2020,Delhi,,,1337374
19-08-2020,Delhi,,,1358189
20-08-2020,Delhi,,,1375193
21-08-2020,Delhi,,,1392928
22-08-2020,Delhi,,,1412363
23-08-2020,Delhi,,,1431094
24-08-2020,Delhi,,,1443004
25-08-2020,Delhi,,,1462845
26-08-2020,Delhi,,,1482661
27-08-2020,Delhi,,,1503722
28-08-2020,Delhi,,,1526655
29-08-2020,Delhi,,,1548659
30-08-2020,Delhi,,,1569096
31-08-2020,Delhi,,,1583485
01-09-2020,Delhi,,,1607683
02-09-2020,Delhi,,,1636518
03-09-2020,Delhi,,,1669352
04-09-2020,Delhi,,,1705571
05-09-2020,Delhi,,,1744466
06-09-2020,Delhi,,,1780512
07-09-2020,Delhi,,,1803466
08-09-2020,Delhi,,,1849263
09-09-2020,Delhi,,,1903780
10-09-2020,Delhi,,,1962120
11-09-2020,Delhi,,,2022700
12-09-2020,Delhi,,,2082776
13-09-2020,Delhi,,,2139432
14-09-2020,Delhi,,,2184316
15-09-2020,Delhi,,,2246985
16-09-2020,Delhi,,,2309578
17-09-2020,Delhi,,,2369592
18-09-2020,Delhi,,,2430629
19-09-2020,Delhi,,,2492602
20-09-2020,Delhi,,,2555007
21-09-2020,Delhi,,,2578740
22-09-2020,Delhi,,,2637753
23-09-2020,Delhi,,,2697333
24-09-2020,Delhi,,,2756516
25-09-2020,Delhi,,,2815650
26-09-2020,Delhi,,,2873338
27-09-2020,Delhi,,,2924754
28-09-2020,Delhi,,,2961056
29-09-2020,Delhi,,,3020158
30-09-2020,Delhi,,,3079965
01-10-2020,Delhi,,,3135388
02-10-2020,Delhi,,,3191646
03-10-2020,Delhi,,,3230952
04-10-2020,Delhi,,,3281784
05-10-2020,Delhi,,,3317377
06-10-2020,Delhi,,,3370968
07-10-2020,Delhi,,,3422473
08-10-2020,Delhi,,,3475795
09-10-2020,Delhi,,,3524930
10-10-2020,Delhi,,,3574666
11-10-2020,Delhi,,,3623419
12-10-2020,Delhi,,,3659366
13-10-2020,Delhi,,,3714323
14-10-2020,Delhi,,,3771273
15-10-2020,Delhi,,,3827164
16-10-2020,Delhi,,,3885309
17-10-2020,Delhi,,,3941024
18-10-2020,Delhi,,,3990438
19-10-2020,Delhi,,,4026883
20-10-2020,Delhi,,,4083476
21-10-2020,Delhi,,,4142540
22-10-2020,Delhi,,,4201310
23-10-2020,Delhi,,,4259878
24-10-2020,Delhi,,,4315339
25-10-2020,Delhi,,,4364408
26-10-2020,Delhi,,,4398819
27-10-2020,Delhi,,,4456029
28-10-2020,Delhi,,,4516600
29-10-2020,Delhi,,,4576724
30-10-2020,Delhi,,,4636365
31-10-2020,Delhi,,,4680695
01-11-2020,Delhi,,,4725318
02-11-2020,Delhi,,,4761983
03-11-2020,Delhi,,,4821523
04-11-2020,Delhi,,,4880433
05-11-2020,Delhi,,,4932727
06-11-2020,Delhi,,,4991587
07-11-2020,Delhi,,,5049020
08-11-2020,Delhi,,,5099774
09-11-2020,Delhi,,,5138889
10-11-2020,Delhi,,,5197924
11-11-2020,Delhi,,,5262045
12-11-2020,Delhi,,,5322274
13-11-2020,Delhi,,,5378827
14-11-2020,Delhi,,,5428472
15-11-2020,Delhi,,,5449570
16-11-2020,Delhi,,,5479391
17-11-2020,Delhi,,,5528422
18-11-2020,Delhi,,,5590654
19-11-2020,Delhi,,,5653091
20-11-2020,Delhi,,,5715516
21-11-2020,Delhi,,,5761078
22-11-2020,Delhi,,,5815971
23-11-2020,Delhi,,,5853278
24-11-2020,Delhi,,,5914659
25-11-2020,Delhi,,,5976437
26-11-2020,Delhi,,,6039703
27-11-2020,Delhi,,,6104158
