State,Updated On,18-44 Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years (Doses Administered),45-60 Years(Individuals Vaccinated),60+ Years (Doses Administered),60+ Years(Individuals Vaccinated),Aefi,Covaxin (Doses Administered),CoviShield (Doses Administered),Female (Doses Administered),Female(Individuals Vaccinated),First Dose Administered,Male (Doses Administered),Male(Individuals Vaccinated),Second Dose Administered,Sessions,Sites,Sputnik V (Doses Administered),Total Doses Administered,Total Individuals Vaccinated,Transgender (Doses Administered),Transgender(Individuals Vaccinated)
Gujarat,12-05-2021,,1846256,,5019269,,4173575,963,1544826,13222728,5153338,,11041502,5886779,,3726052,682310,4428,,14767554,11041502,1385,
Gujarat,13-05-2021,,1885053,,5065749,,4192492,963,1591042,13384761,5201177,,11145747,5943172,,3830056,699491,4607,,14975803,11145747,1398,
Gujarat,14-05-2021,,1916633,,5068203,,4193470,964,1620083,13399813,5215785,,11180770,5963582,,3839126,210801,1578,,15019896,11180770,1403,
Gujarat,15-05-2021,,1948048,,5068749,,4193758,965,1647234,13408348,5229067,,11213044,5982566,,3842538,212660,1637,,15055582,11213044,1411,
Gujarat,16-05-2021,,1977910,,5068906,,4193785,965,1668359,13417403,5241859,,11243101,5999825,,3842661,178338,1310,,15085762,11243101,1417,
Gujarat,17-05-2021,,1978060,,5068942,,4193803,965,1668343,13417699,5241971,,11243305,5999917,,3842737,193224,1381,,15086042,11243305,1417,
Gujarat,18-05-2021,,1978301,,5068954,,4193806,965,1668327,13418020,5242080,,11243561,6000064,,3842786,198700,1431,,15086347,11243561,1417,
Gujarat,19-05-2021,,1979481,,5069103,,4193835,966,1668322,13419435,5242238,,11244920,6001265,,3842837,136525,1035,,15087757,11244920,1417,
Gujarat,20-05-2021,,2025817,,5092590,,4201114,967,1713265,13465493,5276648,,11322050,6043975,,3856708,324152,2346,,15178758,11322050,1427,
Gujarat,21-05-2021,,2072654,,5125901,,4209895,967,1745516,13537911,5317094,,11411002,6092468,,3872425,347280,2412,0,15283427,11411002,1440,
Gujarat,22-05-2021,,2119511,,5167281,,4222126,969,1782573,13627033,5363419,,11511484,6146604,,3898122,470581,2983,0,15409606,11511484,1461,
Gujarat,23-05-2021,,2164839,,5197733,,4231585,969,1806036,13710741,5403442,,11596730,6191809,,3920047,389433,2576,0,15516777,11596730,1479,
Gujarat,24-05-2021,,2279412,,5236290,,4242943,976,1830304,13873709,5477831,,11761248,6281915,,3942765,440591,2566,0,15704013,11761248,1502,
Gujarat,25-05-2021,,2394991,,5278123,,4255805,977,1859369,14040895,5554222,,11931536,6375784,,3968728,476234,2786,0,15900264,11931536,1530,
Gujarat,26-05-2021,,2511240,,5315825,,4267155,981,1881227,14208043,5627269,,12096866,6468044,,3992404,484391,2891,0,16089270,12096866,1553,
Gujarat,27-05-2021,,2630408,,5355486,,4279381,984,1912467,14375861,5702702,,12267948,6563659,,4020380,349209,1898,0,16288328,12267948,1587,
Gujarat,28-05-2021,,2749989,,5403720,,4293917,989,1947731,14559014,5783096,,12450336,6665620,,4056409,395613,1823,0,16506745,12450336,1620,
Gujarat,29-05-2021,,2870946,,5451607,,4308813,989,1977768,14746488,5862544,,12634113,6769916,,4090143,384261,1813,0,16724256,12634113,1653,
Gujarat,30-05-2021,,2984899,,5487136,,4320813,991,1998001,14912244,5934085,,12795634,6859868,,4114611,362403,1732,0,16910245,12795634,1681,
Gujarat,31-05-2021,,3102409,,5526556,,4333882,994,2027524,15083095,6009885,,12965663,6954068,,4144956,385100,1857,0,17110619,12965663,1710,
Gujarat,01-06-2021,,3217691,,5564339,,4346484,998,2057837,15251727,6083037,,13131370,7046593,,4178194,390080,1849,0,17309564,13131370,1740,
Gujarat,02-06-2021,,3326465,,5597207,,4357151,999,2080011,15406121,6150252,,13283712,7131694,,4202420,384041,1812,0,17486132,13283712,1766,
Gujarat,03-06-2021,,3429434,,5632286,,4368655,1000,2105389,15560586,6214740,,13433285,7216757,,4232690,391891,1852,0,17665975,13433285,1788,
Gujarat,04-06-2021,,3625807,,5665388,,4380386,1002,2132268,15803803,6314033,,13674583,7358698,,4261488,512778,2329,0,17936071,13674583,1852,
Gujarat,05-06-2021,,3826189,,5695899,,4390036,1004,2154329,16046886,6412426,,13915183,7500857,,4286032,479610,2224,0,18201215,13915183,1900,
Gujarat,06-06-2021,,4009695,,5718114,,4397135,1005,2181397,16246294,6502596,,14128072,7623531,,4299619,444175,2087,0,18427691,14128072,1945,
Gujarat,07-06-2021,,4200747,,5748149,,4407463,1007,2205473,16481043,6601968,,14359541,7755563,,4326975,490969,2246,0,18686516,14359541,2010,
Gujarat,08-06-2021,,4385499,,5780135,,4418575,1007,2249623,16700278,6698709,,14587473,7886709,,4362428,486743,2272,0,18949901,14587473,2055,
Gujarat,09-06-2021,,4564021,,5806678,,4427518,1007,2308692,16894519,6788413,,14801548,8011027,,4401663,484148,2206,0,19203211,14801548,2108,
Gujarat,10-06-2021,,4745532,,5835771,,4437903,1009,2364338,17114514,6881264,,15022634,8139182,,4456218,486093,2284,0,19478852,15022634,2188,
Gujarat,11-06-2021,,4942019,,5867460,,4449484,1009,2414734,17354372,6979879,,15262470,8280351,,4506636,492859,2308,0,19769106,15262470,2240,
Gujarat,12-06-2021,,5153706,,5903268,,4461577,1011,2440016,17628169,7080715,,15522137,8439118,,4546048,477736,2196,0,20068185,15522137,2304,
Gujarat,13-06-2021,,5328426,,5927432,,4470341,1011,2460501,17842571,7164652,,15729860,8562868,,4573212,419691,1992,0,20303072,15729860,2340,
Gujarat,14-06-2021,,5533914,,5958395,,4483187,1013,2474478,18112673,7267529,,15979244,8709335,,4607907,487611,2244,0,20587151,15979244,2380,
Gujarat,15-06-2021,,5723559,,5991202,,4495411,1013,2487006,18368686,7364359,,16214004,8847218,,4641688,462376,2213,0,20855692,16214004,2427,
Gujarat,16-06-2021,,5911304,,6019676,,4505908,1015,2495920,18616090,7457692,,16440786,8980617,,4671224,452300,2170,0,21112010,16440786,2477,
Gujarat,17-06-2021,,6068279,,6044537,,4515503,1017,2508022,18826265,7536411,,16632294,9093371,,4701993,416388,2042,0,21334287,16632294,2512,
Gujarat,18-06-2021,,6250495,,6073186,,4526769,1017,2516083,19080180,7629940,,16854511,9221998,,4741752,477360,2247,0,21596263,16854511,2573,
Gujarat,19-06-2021,,6466522,,6106995,,4538625,1017,2521478,19382083,7738902,,17116300,9374771,,4787261,566592,2352,0,21903561,17116300,2627,
Gujarat,20-06-2021,,6602142,,6126677,,4545709,1017,2535203,19564332,7807874,,17278756,9468219,,4820779,500558,1966,0,22099535,17278756,2663,
Gujarat,21-06-2021,,6978741,,6182829,,4564421,1017,2580075,20039576,8008832,,17730463,9718877,,4889188,1212745,4268,0,22619651,17730463,2754,
Gujarat,22-06-2021,,7281077,,6236118,,4583316,1018,2623677,20443599,8178392,,18105136,9923919,,4962140,1077401,3841,0,23067276,18105136,2825,
Gujarat,23-06-2021,,7578829,,6289118,,4602565,1018,2651638,20861972,8345796,,18475269,10126574,,5038341,1078637,3677,0,23513610,18475269,2899,
Gujarat,24-06-2021,,7858001,,6342279,,4621829,1021,2676641,21292282,8498573,,18826982,10325430,,5141941,1105067,3710,0,23968923,18826982,2979,
Gujarat,25-06-2021,9093965,,8259600,,6917579,,1025,2701521,21569623,11073520,,19053252,13194143,,5217892,774867,2739,0,24271144,,3481,
Gujarat,26-06-2021,9355941,,8349301,,6952058,,1031,2847731,21809569,11244180,,19330981,13409582,,5326319,964029,3121,0,24657300,,3538,
Gujarat,27-06-2021,9504925,,8407657,,6974941,,1034,2917629,21969894,11346051,,19500271,13537898,,5387252,616705,2143,0,24887523,,3574,
Gujarat,28-06-2021,9659973,,8477346,,7003843,,1039,2978729,22162433,11461259,,19683467,13676302,,5457695,733257,2211,0,25141162,,3601,
Gujarat,29-06-2021,9817421,,8556516,,7034679,,1041,3044974,22363642,11583934,,19872911,13821023,,5535705,734425,2229,0,25408616,,3659,
Gujarat,30-06-2021,9982630,,8641685,,7067727,,1044,3077789,22614253,11712644,,20070872,13975657,,5621170,746252,2310,0,25692042,,3741,
Gujarat,01-07-2021,10142658,,8727800,,7103311,,1047,3086327,22887287,11842772,,20266271,14127199,,5707498,495605,2392,155,25973769,,3798,
Gujarat,02-07-2021,10275536,,8808551,,7135704,,1050,3092723,23126843,11956463,,20427199,14259486,,5792592,398411,2184,225,26219791,,3842,
Gujarat,03-07-2021,10461866,,8915651,,7175274,,1053,3110442,23442013,12107818,,20653026,14441073,,5899765,506819,2329,336,26552791,,3900,
Gujarat,04-07-2021,10611567,,8998480,,7205752,,1054,3139824,23675634,12225766,,20835546,14586094,,5980253,447265,2147,341,26815799,,3939,
Gujarat,05-07-2021,10774679,,9097357,,7246253,,1056,3153557,23964111,12366208,,21037286,14748092,,6081003,493746,2291,621,27118289,,3989,
Gujarat,06-07-2021,10894197,,9164880,,7272675,,1061,3189898,24140851,12465349,,21181190,14862377,,6150562,346485,1828,1003,27331752,,4026,
Gujarat,07-07-2021,10899625,,9167083,,7273319,,1065,3191119,24147772,12468279,,21186487,14867722,,6153540,22977,88,1136,27340027,,4026,
Gujarat,08-07-2021,10904409,,9168782,,7273862,,1070,3193626,24152200,12471009,,21189977,14872017,,6157076,55031,270,1227,27347053,,4027,
Gujarat,09-07-2021,10908480,,9170402,,7274417,,1079,3194344,24157599,12473111,,21193413,14876160,,6159886,25295,97,1356,27353299,,4028,
Gujarat,10-07-2021,11063836,,9263063,,7310155,,1084,3216592,24418659,12602683,,21372920,15030308,,6264134,451622,2248,1803,27637054,,4063,
Gujarat,11-07-2021,11190451,,9338264,,7337375,,1084,3222872,24641322,12706514,,21524473,15155481,,6341617,371559,1921,1896,27866090,,4095,
Gujarat,12-07-2021,11333946,,9420677,,7368266,,1084,3233512,24886864,12822597,,21694463,15296161,,6428426,408103,2163,2513,28122889,,4131,
Gujarat,13-07-2021,11475400,,9501495,,7399417,,1091,3253992,25119127,12938544,,21860758,15433596,,6515554,412283,2126,3193,28376312,,4172,
Gujarat,14-07-2021,11522137,,9554017,,7427712,,1091,3266762,25233284,12998347,,21984688,15501320,,6519178,38848,128,3820,28503866,,4199,
Gujarat,15-07-2021,11666266,,9636223,,7459904,,1094,3274930,25483014,13117255,,22155836,15640897,,6606557,418151,2137,4449,28762393,,4241,
Gujarat,16-07-2021,11822136,,9721905,,7493004,,1098,3281306,25750539,13244361,,22342001,15788408,,6695044,438227,2199,5200,29037045,,4276,
Gujarat,17-07-2021,12007290,,9815898,,7527667,,1101,3289445,26055483,13388044,,22562358,15958481,,6788497,473742,2206,5927,29350855,,4330,
Gujarat,18-07-2021,12009713,,9816870,,7528092,,1105,3289561,26059187,13389574,,22564829,15960770,,6789846,9436,32,5927,29354675,,4331,
Gujarat,19-07-2021,12244576,,9933391,,7573185,,1114,3299118,26445772,13574517,,22849133,16172243,,6902019,569866,2640,6262,29751152,,4392,
Gujarat,20-07-2021,12494140,,10052620,,7617877,,1114,3311926,26845957,13763577,,23145112,16396596,,7019525,606142,2735,6754,30164637,,4464,
Gujarat,21-07-2021,12500747,,10055061,,7618981,,1117,3312285,26855354,13767680,,23152218,16402645,,7022571,16294,65,7150,30174789,,4464,
Gujarat,22-07-2021,12793440,,10209629,,7679092,,1124,3319128,27355425,13999486,,23508914,16678138,,7173247,769484,2988,7608,30682161,,4537,
Gujarat,23-07-2021,12995300,,10310622,,7718381,,1124,3328853,27687416,14151667,,23751722,16868030,,7272581,571819,2446,8034,31024303,,4606,
Gujarat,24-07-2021,13180820,,10389235,,7746677,,1128,3342221,27965777,14276116,,23953275,17035963,,7363457,505402,2302,8734,31316732,,4653,
Gujarat,25-07-2021,13395765,,10469813,,7773470,,1132,3348994,28281229,14395726,,24207744,17238611,,7431304,603272,2145,8825,31639048,,4711,
Gujarat,26-07-2021,13513452,,10511898,,7787714,,1134,3416219,28387709,14471729,,24295191,17336604,,7517873,397798,1613,9136,31813064,,4731,
Gujarat,27-07-2021,13758637,,10607075,,7823187,,1140,3450947,28728441,14639690,,24554163,17544407,,7634736,630185,2695,9511,32188899,,4802,
Gujarat,28-07-2021,13769540,,10609463,,7824117,,1150,3452153,28741084,14644884,,24563776,17553434,,7639344,0,0,9883,32203120,,4802,
Gujarat,29-07-2021,14048655,,10719823,,7866994,,1150,3473028,29152288,14842072,,24873108,17788535,,7762364,662823,2852,10156,32635472,,4865,
Gujarat,30-07-2021,14279655,,10807296,,7901204,,1151,3481382,29496436,15002420,,25138838,17980808,,7849317,579547,2549,10337,32988155,,4927,
Gujarat,31-07-2021,14483447,,10870295,,7925138,,1159,3541877,29726384,15130911,,25341390,18142990,,7937490,512438,2335,10619,33278880,,4982,
Gujarat,01-08-2021,14660373,,11056052,,8021779,,1159,3641138,30086385,15341315,,25455648,18391855,,8282556,613158,2869,10681,33738204,,5034,
Gujarat,02-08-2021,14897066,,11141152,,8054634,,1169,3664068,30417858,15500419,,25735670,18587318,,8357182,636255,2528,10926,34092852,,5115,
Gujarat,03-08-2021,15115202,,11225711,,8089957,,1172,3730262,30689361,15652500,,25999229,18773190,,8431641,593429,2424,11247,34430870,,5180,
Gujarat,04-08-2021,15125811,,11228677,,8091320,,1173,3732384,30701892,15658243,,26008632,18782384,,8437176,28563,97,11532,34445808,,5181,
Gujarat,05-08-2021,15503031,,11366023,,8144756,,1179,3757072,31244857,15919229,,26465196,19089310,,8548614,899160,3252,11881,35013810,,5271,
Gujarat,06-08-2021,15910090,,11513014,,8207192,,1184,3775652,31842179,16202522,,26978214,19422402,,8652082,932040,3335,12465,35630296,,5372,
Gujarat,07-08-2021,16302030,,11647589,,8262166,,1186,3786680,32411985,16466735,,27460899,19739584,,8750886,992516,3262,13120,36211785,,5466,
Gujarat,08-08-2021,16485080,,11780803,,8330649,,1189,3827094,32756131,16634349,,27636206,19956647,,8960326,862886,3011,13307,36596532,,5536,
Gujarat,09-08-2021,16854786,,11912298,,8385291,,1193,3925697,33213137,16880326,,28101222,20266401,,9051153,1008804,3360,13541,37152375,,5648,
Gujarat,10-08-2021,,,,,,,,,,,,,,,,,,,,,,
Gujarat,11-08-2021,,,,,,,,,,,,,,,,,,,,,,
Gujarat,12-08-2021,,,,,,,,,,,,,,,,,,,,,,
Gujarat,13-08-2021,,,,,,,,,,,,,,,,,,,,,,
Gujarat,14-08-2021,,,,,,,,,,,,,,,,,,,,,,
Gujarat,15-08-2021,,,,,,,,,,,,,,,,,,,,,,
Haryana,16-01-2021,,,,,,,,113,1751,844,,1864,1020,,0,97,82,,1864,1864,0,
Haryana,17-01-2021,,,,,,,,113,1956,927,,2069,1142,,0,299,208,,2069,2069,0,
Haryana,18-01-2021,,,,,,,,231,5129,2606,,5360,2754,,0,448,294,,5360,5360,0,
Haryana,19-01-2021,,,,,,,,514,11214,6136,,11728,5591,,0,617,396,,11728,11728,1,
Haryana,20-01-2021,,,,,,,,531,11823,6411,,12354,5942,,0,869,533,,12354,12354,1,
Haryana,21-01-2021,,,,,,,,758,20653,11614,,21411,9796,,0,1109,645,,21411,21411,1,
Haryana,22-01-2021,,,,,,,,1254,32476,18718,,33730,15011,,0,1403,776,,33730,33730,1,
Haryana,23-01-2021,,,,,,,,1518,41832,24097,,43350,19252,,0,1747,884,,43350,43350,1,
Haryana,24-01-2021,,,,,,,,1772,43162,24776,,44934,20157,,0,2087,996,,44934,44934,1,
Haryana,25-01-2021,,,,,,,,2897,69380,41624,,72277,30651,,0,2116,1004,,72277,72277,2,
Haryana,26-01-2021,,,,,,,,2898,69685,41761,,72583,30820,,0,2205,1030,,72583,72583,2,
Haryana,27-01-2021,,,,,,,,3093,77448,46000,,80541,34538,,0,2445,1070,,80541,80541,3,
Haryana,28-01-2021,,,,,,,,3377,83776,49743,,87153,37407,,0,2859,1107,,87153,87153,3,
Haryana,29-01-2021,,,,,,,,3497,89188,53117,,92685,39565,,0,2986,1120,,92685,92685,3,
Haryana,30-01-2021,,,,,,,,3566,91577,54382,,95143,40758,,0,3013,1122,,95143,95143,3,
Haryana,31-01-2021,,,,,,,,3566,91679,54406,,95245,40836,,0,3038,1124,,95245,95245,3,
Haryana,01-02-2021,,,,,,,,3567,92737,54844,,96304,41457,,0,3067,1125,,96304,96304,3,
Haryana,02-02-2021,,,,,,,,3567,93646,55310,,97213,41900,,0,3169,1130,,97213,97213,3,
Haryana,03-02-2021,,,,,,,,3636,95556,56425,,99192,42764,,0,3398,1163,,99192,99192,3,
Haryana,04-02-2021,,,,,,,,3827,99507,58632,,103334,44699,,0,3539,1190,,103334,103334,3,
Haryana,05-02-2021,,,,,,,,3853,103427,59915,,107280,47361,,0,3695,1225,,107280,107280,4,
Haryana,06-02-2021,,,,,,,,4114,104852,60380,,108966,48582,,0,3890,1284,,108966,108966,4,
Haryana,07-02-2021,,,,,,,,4410,106181,61089,,110591,49498,,0,4140,1361,,110591,110591,4,
Haryana,08-02-2021,,,,,,,,11300,129115,68448,,140415,71963,,0,4261,1385,,140415,140415,4,
